"station_id","dt_placement","week","month","year","country_code","nuts0_code","nuts0_name","nuts1_code","nuts1_name","nuts2_code","nuts2_name","nuts3_code","nuts3_name","lau1_municipality","lau2_settlement","trap_type","sex","x","y","aedes albopictus","region","dt_placement_original","indices_image_date","indices_lat","indices_lon","ndvi","ndmi","ndwi","ndbi","ndvi_mean","ndmi_mean","ndwi_mean","ndbi_mean","ndvi_std","ndmi_std","ndwi_std","ndbi_std","lst_image_date","lst_lat","lst_lon","lst_day","lst_night","monthly_lst_lat","monthly_lst_lon","lst_jan_day_mean","lst_jan_night_mean","lst_feb_day_mean","lst_feb_night_mean","lst_mar_day_mean","lst_mar_night_mean","lst_apr_day_mean","lst_apr_night_mean","indices_image_date","indices_lat","indices_lon","acc_rainfall_jan","dt_placement_minus_7","dt_placement_minus_14","dt_placement_minus_7_avail","dt_placement_minus_14_avail","acc_rainfall_1week","acc_rainfall_2week"
288,2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","F",10.844454,45.890818,50,"Italy",2023-08-08,2023-07-22,45.8926820774601,10.8449112675339,0.208537127612272,0.260667903525046,-0.14249684741488,-0.260667903525046,0.236387881390099,0.274741458328853,-0.161482209195076,-0.274741458328853,0.0271425030825341,0.0195574768559591,0.0169153708679395,0.0195574768559591,2023-07-24,45.8926820774601,10.8449112675339,15173,14782,45.8926820774601,10.8449112675339,13956.9375,13681.1333333333,14094.7647058824,13749.5333333333,14374.5882352941,13869.4705882353,14496.7894736842,13993.3333333333,2023-07-24,45.8502097308228,10.8500496309581,929.514832806326,2023-07-17,2023-07-10,2023-07-17,2023-07-10,170.872939905152,324.000948493136
288,2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","F",10.844454,45.890818,26,"Italy",2023-08-08,2023-07-22,45.8926820774601,10.8449112675339,0.208537127612272,0.260667903525046,-0.14249684741488,-0.260667903525046,0.236387881390099,0.274741458328853,-0.161482209195076,-0.274741458328853,0.0271425030825341,0.0195574768559591,0.0169153708679395,0.0195574768559591,2023-07-24,45.8926820774601,10.8449112675339,15173,14782,45.8926820774601,10.8449112675339,13956.9375,13681.1333333333,14094.7647058824,13749.5333333333,14374.5882352941,13869.4705882353,14496.7894736842,13993.3333333333,2023-07-24,45.8502097308228,10.8500496309581,929.514832806326,2023-07-17,2023-07-10,2023-07-17,2023-07-10,170.872939905152,324.000948493136
288,2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","F",10.844454,45.890818,1,"Italy",2023-08-08,2023-07-22,45.8926820774601,10.8449112675339,0.208537127612272,0.260667903525046,-0.14249684741488,-0.260667903525046,0.236387881390099,0.274741458328853,-0.161482209195076,-0.274741458328853,0.0271425030825341,0.0195574768559591,0.0169153708679395,0.0195574768559591,2023-07-24,45.8926820774601,10.8449112675339,15173,14782,45.8926820774601,10.8449112675339,13956.9375,13681.1333333333,14094.7647058824,13749.5333333333,14374.5882352941,13869.4705882353,14496.7894736842,13993.3333333333,2023-07-24,45.8502097308228,10.8500496309581,929.514832806326,2023-07-17,2023-07-10,2023-07-17,2023-07-10,170.872939905152,324.000948493136
288,2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","M",10.844454,45.890818,47,"Italy",2023-08-08,2023-07-22,45.8926820774601,10.8449112675339,0.208537127612272,0.260667903525046,-0.14249684741488,-0.260667903525046,0.236387881390099,0.274741458328853,-0.161482209195076,-0.274741458328853,0.0271425030825341,0.0195574768559591,0.0169153708679395,0.0195574768559591,2023-07-24,45.8926820774601,10.8449112675339,15173,14782,45.8926820774601,10.8449112675339,13956.9375,13681.1333333333,14094.7647058824,13749.5333333333,14374.5882352941,13869.4705882353,14496.7894736842,13993.3333333333,2023-07-24,45.8502097308228,10.8500496309581,929.514832806326,2023-07-17,2023-07-10,2023-07-17,2023-07-10,170.872939905152,324.000948493136
315,2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"BG-Sentinel","F",10.864102,45.919723,32,"Italy",2023-08-08,2023-07-22,45.9196315359837,10.8628775732163,0.395216862586137,0.244846292947559,-0.296910324039186,-0.244846292947559,0.469123295305601,0.25645418552841,-0.369954541961282,-0.25645418552841,0.0982583508689045,0.0502024661351867,0.0912997886862339,0.0502024661351867,2023-07-24,45.9196315359837,10.8628775732163,15140,14723,45.9196315359837,10.8628775732163,14031,13681.2142857143,14184.9333333333,13783.5625,14491.9285714286,13889.5333333333,14590.0666666667,13990,2023-07-24,45.950210188251,10.8500496309581,1190.76197472244,2023-07-17,2023-07-10,2023-07-17,2023-07-10,429.262174983043,626.425719114021
315,2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"BG-Sentinel","M",10.864102,45.919723,35,"Italy",2023-08-08,2023-07-22,45.9196315359837,10.8628775732163,0.395216862586137,0.244846292947559,-0.296910324039186,-0.244846292947559,0.469123295305601,0.25645418552841,-0.369954541961282,-0.25645418552841,0.0982583508689045,0.0502024661351867,0.0912997886862339,0.0502024661351867,2023-07-24,45.9196315359837,10.8628775732163,15140,14723,45.9196315359837,10.8628775732163,14031,13681.2142857143,14184.9333333333,13783.5625,14491.9285714286,13889.5333333333,14590.0666666667,13990,2023-07-24,45.950210188251,10.8500496309581,1190.76197472244,2023-07-17,2023-07-10,2023-07-17,2023-07-10,429.262174983043,626.425719114021
351,2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","F",10.855636,45.894986,50,"Italy",2023-08-08,2023-07-22,45.8971736538807,10.8538944203751,0.217867678044669,0.263664188893747,-0.157388866639968,-0.263664188893747,0.329789297518011,0.329173391303713,-0.235635955969226,-0.329173391303713,0.117851519413136,0.0705986564093519,0.0853309713231189,0.0705986564093519,2023-07-24,45.8971736538807,10.8538944203751,15282,14753,45.8971736538807,10.8538944203751,13979.1875,13633.8666666667,14145.5,13660.875,14467.5882352941,13854.2222222222,14609.1578947368,13973.5384615385,2023-07-24,45.8502097308228,10.8500496309581,929.514832806326,2023-07-17,2023-07-10,2023-07-17,2023-07-10,170.872939905152,324.000948493136
351,2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","F",10.855636,45.894986,8,"Italy",2023-08-08,2023-07-22,45.8971736538807,10.8538944203751,0.217867678044669,0.263664188893747,-0.157388866639968,-0.263664188893747,0.329789297518011,0.329173391303713,-0.235635955969226,-0.329173391303713,0.117851519413136,0.0705986564093519,0.0853309713231189,0.0705986564093519,2023-07-24,45.8971736538807,10.8538944203751,15282,14753,45.8971736538807,10.8538944203751,13979.1875,13633.8666666667,14145.5,13660.875,14467.5882352941,13854.2222222222,14609.1578947368,13973.5384615385,2023-07-24,45.8502097308228,10.8500496309581,929.514832806326,2023-07-17,2023-07-10,2023-07-17,2023-07-10,170.872939905152,324.000948493136
351,2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","M",10.855636,45.894986,19,"Italy",2023-08-08,2023-07-22,45.8971736538807,10.8538944203751,0.217867678044669,0.263664188893747,-0.157388866639968,-0.263664188893747,0.329789297518011,0.329173391303713,-0.235635955969226,-0.329173391303713,0.117851519413136,0.0705986564093519,0.0853309713231189,0.0705986564093519,2023-07-24,45.8971736538807,10.8538944203751,15282,14753,45.8971736538807,10.8538944203751,13979.1875,13633.8666666667,14145.5,13660.875,14467.5882352941,13854.2222222222,14609.1578947368,13973.5384615385,2023-07-24,45.8502097308228,10.8500496309581,929.514832806326,2023-07-17,2023-07-10,2023-07-17,2023-07-10,170.872939905152,324.000948493136
"CDCRA5",2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"CDC-trap","F",10.892337,45.915607,18,"Italy",2023-08-08,2023-07-22,45.915139959563,10.8943186081605,0.440298507462687,0.315909090909091,-0.333589251439539,-0.315909090909091,0.473101154478436,0.320872903716203,-0.356812420974231,-0.320872903716203,0.0835929098496277,0.07066952168742,0.0602584170068253,0.07066952168742,2023-07-24,45.915139959563,10.8943186081605,15213,14724,45.915139959563,10.8943186081605,13956.2,13615.5714285714,14144.5625,13694.5714285714,14536.9285714286,13863.75,14653.3888888889,13963.9285714286,2023-07-24,45.950210188251,10.8500496309581,1190.76197472244,2023-07-17,2023-07-10,2023-07-17,2023-07-10,429.262174983043,626.425719114021
"CDCRA5",2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"CDC-trap","M",10.892337,45.915607,8,"Italy",2023-08-08,2023-07-22,45.915139959563,10.8943186081605,0.440298507462687,0.315909090909091,-0.333589251439539,-0.315909090909091,0.473101154478436,0.320872903716203,-0.356812420974231,-0.320872903716203,0.0835929098496277,0.07066952168742,0.0602584170068253,0.07066952168742,2023-07-24,45.915139959563,10.8943186081605,15213,14724,45.915139959563,10.8943186081605,13956.2,13615.5714285714,14144.5625,13694.5714285714,14536.9285714286,13863.75,14653.3888888889,13963.9285714286,2023-07-24,45.950210188251,10.8500496309581,1190.76197472244,2023-07-17,2023-07-10,2023-07-17,2023-07-10,429.262174983043,626.425719114021
"CDCRA6",2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"CDC-trap","F",10.862481,45.882249,16,"Italy",2023-08-08,2023-07-22,45.8836989246189,10.8628775732163,0.512305516265912,0.163438520130577,-0.457470010905126,-0.163438520130577,0.554464673918527,0.215147482853414,-0.472993739675426,-0.215147482853414,0.0951883097355206,0.0789242881737544,0.0667978244048303,0.0789242881737544,2023-07-24,45.8836989246189,10.8628775732163,15159,14712,45.8836989246189,10.8628775732163,13948.8125,13629.2777777778,14098.7647058824,13708.8,14397.5625,13835.1176470588,14502.380952381,13979.5,2023-07-24,45.8502097308228,10.8500496309581,929.514832806326,2023-07-17,2023-07-10,2023-07-17,2023-07-10,170.872939905152,324.000948493136
"CDCRA6",2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"CDC-trap","M",10.862481,45.882249,6,"Italy",2023-08-08,2023-07-22,45.8836989246189,10.8628775732163,0.512305516265912,0.163438520130577,-0.457470010905126,-0.163438520130577,0.554464673918527,0.215147482853414,-0.472993739675426,-0.215147482853414,0.0951883097355206,0.0789242881737544,0.0667978244048303,0.0789242881737544,2023-07-24,45.8836989246189,10.8628775732163,15159,14712,45.8836989246189,10.8628775732163,13948.8125,13629.2777777778,14098.7647058824,13708.8,14397.5625,13835.1176470588,14502.380952381,13979.5,2023-07-24,45.8502097308228,10.8500496309581,929.514832806326,2023-07-17,2023-07-10,2023-07-17,2023-07-10,170.872939905152,324.000948493136
"PO-BG-3",2023-07-24,32,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Trento",,"BG-Sentinel","F",11.160635,46.083488,8,"Italy",2023-08-08,2023-07-22,46.0813282871252,11.1593216169757,0.561872909698997,0.184420289855072,-0.492694063926941,-0.184420289855072,0.582443809557709,0.190834037800633,-0.500280156958491,-0.190834037800633,0.0623411210205318,0.0556397776546996,0.0380315967218481,0.0556397776546996,2023-07-24,46.0813282871252,11.1593216169757,15152,14670,46.0813282871252,11.1593216169757,13874.8333333333,13537,14128.3529411765,13689.7647058824,14463.6428571429,13838.6923076923,14607.3888888889,13932.3846153846,2023-07-24,46.0502106456792,11.1500510032426,1049.78203002051,2023-07-17,2023-07-10,2023-07-17,2023-07-10,155.87922406556,261.277647665338
