x,y,region,station_id,dt_placement,year,month,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
10.466018,45.970416,Trentino-Alto Adige,2048,2023-10-01,2023,10,2023-09-30,45.96903887661022,10.46761884820364,0.2449241840143921,0.0031062331745702497,-0.24781040700669754,-0.0031062331745702497,0.22440430593410893,-0.004276474162730509,-0.22977775679479856,0.004276474162730509,0.041547648248707734,0.0183333318094775,0.041100958644640216,0.0183333318094775,2023-09-27,45.96903887661022,10.46761884820364,14286.0,13937.0,45.96903887661022,10.46761884820364,13211.952380952383,13033.08695652174,13379.055555555557,13205.411764705883,13579.714285714286,13279.611111111111,13638.0,13304.333333333336,2023-09-30,45.950210188251006,10.450047801245333,1195.347587811064,2023-09-24,2023-09-17,2023-09-24,2023-09-17,0.05170052871108055,28.244585641245067
10.466018,45.988383,Trentino-Alto Adige,2049,2023-10-01,2023,10,2023-09-30,45.98700518229261,10.46761884820364,0.3467357512953368,0.06402488947109877,-0.35685946961787435,-0.06402488947109877,0.30922331777605144,0.04356820668781028,-0.309825651887719,-0.04356820668781028,0.06526235354493053,0.033581995229461016,0.05569058420293988,0.033581995229461016,2023-09-27,45.98700518229261,10.46761884820364,14304.0,13980.0,45.98700518229261,10.46761884820364,13206.0,13071.9,13413.294117647061,13228.470588235294,13592.642857142857,13285.176470588234,13632.571428571431,13307.2,2023-09-30,45.950210188251006,10.450047801245333,1195.347587811064,2023-09-24,2023-09-17,2023-09-24,2023-09-17,0.05170052871108055,28.244585641245067
10.466018,46.006349,Trentino-Alto Adige,2050,2023-10-01,2023,10,2023-09-30,46.004971487975006,10.46761884820364,0.19125070106561967,-0.030284583777202907,-0.2204558513694694,0.030284583777202907,0.20405286740002693,-0.03662163179432032,-0.223765975035376,0.03662163179432032,0.024107917549392042,0.022217654883989697,0.023776183288676686,0.022217654883989697,2023-09-27,46.004971487975006,10.46761884820364,14270.0,13943.0,46.004971487975006,10.46761884820364,13220.85,12996.333333333336,13432.764705882351,13167.055555555557,13657.769230769229,13215.625,13680.285714285714,13267.733333333335,2023-09-30,46.050210645679186,10.450047801245333,1137.6469950700584,2023-09-24,2023-09-17,2023-09-24,2023-09-17,0.12591534852981567,40.339597460072774
10.466018,46.024316,Trentino-Alto Adige,2051,2023-10-01,2023,10,2023-09-30,46.022937793657405,10.46761884820364,0.06391752577319589,-0.05982386881263284,-0.05737704918032789,0.05982386881263284,0.09491876473576172,-0.03593166830753422,-0.06538131001070396,0.03593166830753422,0.042669479252535406,0.02344434281948846,0.07101773151308972,0.02344434281948846,2023-09-27,46.0229377936574,10.46761884820364,14157.0,13868.0,46.0229377936574,10.46761884820364,13164.3,13017.809523809525,13360.388888888889,13089.277777777776,13563.153846153846,13187.6,13540.222222222224,13259.0,2023-09-30,46.050210645679186,10.450047801245333,1137.6469950700584,2023-09-24,2023-09-17,2023-09-24,2023-09-17,0.12591534852981567,40.339597460072774
10.466018,46.060249,Trentino-Alto Adige,2052,2023-10-01,2023,10,2023-09-30,46.05887040502219,10.46761884820364,0.1474844934527912,-0.06644238856181664,-0.1318830727396329,0.06644238856181664,0.1809638825832532,-0.01035412660050572,-0.14163708121013618,0.01035412660050572,0.046206842556185374,0.07488525978190934,0.017874230691674126,0.07488525978190934,2023-09-27,46.05887040502218,10.46761884820364,14307.0,13986.0,46.05887040502218,10.46761884820364,13291.631578947368,13262.944444444443,13570.642857142857,13435.866666666667,13696.642857142857,13359.466666666667,13788.0,13487.785714285714,2023-09-30,46.050210645679186,10.450047801245333,1137.6469950700584,2023-09-24,2023-09-17,2023-09-24,2023-09-17,0.12591534852981567,40.339597460072774
10.491731,45.826682,Trentino-Alto Adige,2053,2023-10-01,2023,10,2023-09-30,45.82530843115109,10.490076730306626,0.6700095510983763,0.1910762942779292,-0.586660617059891,-0.1910762942779292,0.7228807975544921,0.2735485307315633,-0.6146479770018101,-0.2735485307315633,0.023320650905951847,0.060020499917975687,0.01703758844571781,0.060020499917975687,2023-09-27,45.82530843115109,10.490076730306626,14558.0,14349.0,45.82530843115109,10.490076730306626,13788.823529411766,13574.8125,14053.625,13703.2,14272.176470588234,13768.625,14334.615384615383,13813.454545454546,2023-09-30,45.85020973082282,10.450047801245333,1396.2943098918463,2023-09-24,2023-09-17,2023-09-24,2023-09-17,0.26055481284856796,28.54121202781971
10.491731,45.844649,Trentino-Alto Adige,2054,2023-10-01,2023,10,2023-09-30,45.84327473683349,10.490076730306626,0.6398336187912894,0.1995704313585108,-0.5885280872244608,-0.1995704313585108,0.654152273500305,0.20706317011817324,-0.5917770791874526,-0.20706317011817324,0.07452691103613215,0.05916656140645196,0.04836379059119045,0.05916656140645196,2023-09-27,45.84327473683348,10.490076730306626,14409.0,14165.0,45.84327473683348,10.490076730306626,13518.764705882351,13350.722222222224,13785.583333333336,13521.9375,14022.888888888889,13605.933333333332,14138.571428571431,13608.076923076924,2023-09-30,45.85020973082282,10.450047801245333,1396.2943098918463,2023-09-24,2023-09-17,2023-09-24,2023-09-17,0.26055481284856796,28.54121202781971
10.491731,45.862616,Trentino-Alto Adige,2055,2023-10-01,2023,10,2023-09-30,45.86124104251588,10.490076730306626,0.5982832618025752,0.16447779862414005,-0.5503746877601997,-0.16447779862414005,0.5655952257592948,0.12547937775061882,-0.5502814483653646,-0.12547937775061882,0.021141451444284427,0.017321724367138042,0.026483832384053302,0.017321724367138042,2023-09-27,45.86124104251587,10.490076730306626,14403.0,14059.0,45.86124104251587,10.490076730306626,13451.888888888889,13233.571428571431,13677.866666666667,13387.071428571431,13851.666666666664,13433.571428571431,14052.8,13427.714285714286,2023-09-30,45.85020973082282,10.450047801245333,1396.2943098918463,2023-09-24,2023-09-17,2023-09-24,2023-09-17,0.26055481284856796,28.54121202781971
10.491731,45.880582,Trentino-Alto Adige,2056,2023-10-01,2023,10,2023-09-30,45.879207348198264,10.490076730306626,0.5276381909547738,0.1164398358176712,-0.4910559723023658,-0.1164398358176712,0.5433657318162874,0.1285241915847816,-0.511302018223071,-0.1285241915847816,0.029554932618592395,0.035581780726069795,0.01191474025432888,0.035581780726069795,2023-09-27,45.879207348198264,10.490076730306626,14454.0,14009.0,45.879207348198264,10.490076730306626,13364.75,13197.444444444443,13547.25,13307.5625,13755.7,13390.933333333332,13813.8,13484.25,2023-09-30,45.85020973082282,10.450047801245333,1396.2943098918463,2023-09-24,2023-09-17,2023-09-24,2023-09-17,0.26055481284856796,28.54121202781971
10.491731,45.898549,Trentino-Alto Adige,2057,2023-10-01,2023,10,2023-09-30,45.89717365388066,10.490076730306626,0.4628847314423656,0.1648246035559827,-0.3633295838020247,-0.1648246035559827,0.5415897901187096,0.1850022515208315,-0.454942421947756,-0.1850022515208315,0.032736667723468074,0.027969621275201847,0.06282397214512929,0.027969621275201847,2023-09-27,45.89717365388066,10.490076730306626,14387.0,14031.0,45.89717365388066,10.490076730306626,13354.45,13150.285714285714,13528.882352941177,13301.470588235294,13747.272727272728,13397.666666666664,13760.333333333336,13454.307692307693,2023-09-30,45.85020973082282,10.450047801245333,1396.2943098918463,2023-09-24,2023-09-17,2023-09-24,2023-09-17,0.26055481284856796,28.54121202781971
