"station_id","x","y","dt_placement","week","month","year","country_code","nuts0_code","nuts0_name","nuts1_code","nuts1_name","nuts2_code","nuts2_name","nuts3_code","nuts3_name","lau1_municipality","lau2_settlement","trap_type","anopheles maculipennis s.l.","anopheles claviger s.l.","anopheles plumbeus","anopheles hyrcanus s.l.","anopheles_total","dt_placement_original","dt_placement_original(+15_days)","indices_image_date","indices_lat","indices_lon","ndvi","ndmi","ndwi","ndbi","ndvi_mean","ndmi_mean","ndwi_mean","ndbi_mean","ndvi_std","ndmi_std","ndwi_std","ndbi_std","lst_image_date","lst_lat","lst_lon","lst_day","lst_night","monthly_lst_lat","monthly_lst_lon","lst_jan_day_mean","lst_jan_night_mean","lst_feb_day_mean","lst_feb_night_mean","lst_mar_day_mean","lst_mar_night_mean","lst_apr_day_mean","lst_apr_night_mean","indices_image_date","indices_lat","indices_lon","acc_rainfall_jan","dt_placement_minus_7","dt_placement_minus_14","dt_placement_minus_7_avail","dt_placement_minus_14_avail","acc_rainfall_1week","acc_rainfall_2week"
10,11.670841,45.559359,2023-05-28,24,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH36","Padova","Gazzo Padovano",,"CDC-CO2",1,,,,1,2023-06-12,"Veneto",2023-05-28,45.5603054223358,11.6713613289239,0.575438596491228,0.230980123372173,-0.482153909634826,-0.230980123372173,0.443476760658075,0.106114197783339,-0.398236700521315,-0.106114197783339,0.123682773894626,0.11255488550005,0.0855998988562841,0.11255488550005,2023-05-28,45.5603054223358,11.6713613289239,15025,14440,45.5603054223358,11.6713613289239,14018.8888888889,13614.1428571429,14068.75,13566.5833333333,14540.75,13782,14658.8181818182,13881.5555555556,2023-05-28,45.5502083585383,11.6500532903836,191.036559113185,2023-05-21,2023-05-14,2023-05-21,2023-05-14,7.67610406689346,14.3033116217703
341,11.906861,45.591114,2023-05-28,24,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH36","Padova","Santa Giustina in Colle",,"CDC-CO2",,,1,,1,2023-06-12,"Veneto",2023-05-28,45.59174645728,11.904923302795,0.298903775883069,0.0163934426229508,-0.310717797443461,-0.0163934426229508,0.400835339816512,0.0822085442824777,-0.374208810379001,-0.0822085442824777,0.0521749041466083,0.0422248274956944,0.0340014179609191,0.0422248274956944,2023-05-28,45.59174645728,11.904923302795,15052,14522,45.59174645728,11.904923302795,13942.1428571429,13641.1666666667,14023.7272727273,13583.7333333333,14533.2307692308,13907.375,14645.5,13927.2,2023-05-28,45.5502083585383,11.9500546626681,208.780733373293,2023-05-21,2023-05-14,2023-05-21,2023-05-14,6.74516135640442,18.8520394385705
346,12.084125,45.464148,2023-05-28,24,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH35","Venezia","Mirano",,"CDC-CO2",,,1,,1,2023-06-12,"Veneto",2023-05-28,45.4659823175033,12.0845863596189,0.529469069654165,0.247764752632625,-0.459446897513363,-0.247764752632625,0.433263835931147,0.130079006457941,-0.399797814865154,-0.130079006457941,0.0706120258561912,0.0728332551205669,0.0469270231014664,0.0728332551205669,2023-05-28,45.4659823175033,12.0845863596189,15063,14553,45.4659823175033,12.0845863596189,13992,13658.8571428571,14054.5,13558.8461538462,14611.4545454545,13893.3,14691,13994.6666666667,2023-05-28,45.4502079011101,12.0500551200963,264.463003066106,2023-05-21,2023-05-14,2023-05-21,2023-05-14,17.4745779633522,36.9941279331979
355,12.299455,45.797542,2023-05-30,24,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH34","Treviso","Santa Lucia di Piave",,"CDC-CO2",1,1,,,2,2023-06-14,"Veneto",2023-05-28,45.7983589726275,12.3001820278076,0.4874715261959,0.220560747663551,-0.41433831492311,-0.220560747663551,0.438672129545283,0.160431251321783,-0.381905649196362,-0.160431251321783,0.0759452406753117,0.0571519310104578,0.0453913511051749,0.0571519310104578,2023-05-30,45.7983589726275,12.3001820278076,14890,14478,45.7983589726275,12.3001820278076,13955.25,13545.25,14124.2,13519.2307692308,14459.5,13882.6666666667,14708.3636363636,13931,2023-05-30,45.7502092733946,12.2500560349527,135.151280708524,2023-05-23,2023-05-16,2023-05-23,2023-05-16,2.2408507168293,3.19375090429094
350,11.640704,45.063327,2023-05-30,24,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH37","Rovigo","Villanova del Ghebbo",,"CDC-CO2",,,1,,1,2023-06-14,"Veneto",2023-05-28,45.0617404396494,11.6399202939797,0.307552320291174,0.0107262176894672,-0.310832383124287,-0.0107262176894672,0.39300029694286,0.110071730022509,-0.362770839965225,-0.110071730022509,0.0981565723722566,0.103391701772452,0.0649775735169618,0.103391701772452,2023-05-30,45.0617404396494,11.6399202939797,15190,14482,45.0617404396494,11.6399202939797,13993.8,13675.6,14022.7777777778,13581.2142857143,14490.9411764706,13844.4545454545,14587.2,13938.1666666667,2023-05-30,45.0502060713973,11.6500532903836,290.332225075166,2023-05-23,2023-05-16,2023-05-23,2023-05-16,2.8365463744849,15.8858743619639
403,13.061359,45.855597,2023-05-30,24,5,2023,"IT",0,"ITALY","ITH","North-east","ITH4","Friuli-Venezia-Giulia","ITH42","Udine","Revignano Teor",,"CDC-CO2",,,1,,1,2023-06-14,"Veneto",2023-05-28,45.8567494660953,13.0592584428887,0.189856065798492,-0.119824235254352,-0.261016949152542,0.119824235254352,0.405904177184288,0.136111620182329,-0.367596708297977,-0.136111620182329,0.0354507841411916,0.0574578467103229,0.0316112794435968,0.0574578467103229,2023-05-30,45.8567494660953,13.0592584428887,15171,14439,45.8567494660953,13.0592584428887,13989.75,13608.3333333333,14116.6363636364,13565.0714285714,14463.8888888889,13833.8571428571,14517.4,13927.9166666667,2023-05-30,45.8502097308228,13.0500596943781,266.638561020663,2023-05-23,2023-05-16,2023-05-23,2023-05-16,3.69268269836903,6.84661941276863
218,12.894505,45.914624,2023-05-30,24,5,2023,"IT",0,"ITALY","ITH","North-east","ITH4","Friuli-Venezia-Giulia","ITH41","Pordenone","San Vito al Tagliamento",,"CDC-CO2",1,,,,1,2023-06-14,"Veneto",2023-05-28,45.915139959563,12.8930701153266,0.478419730532085,0.150319829424307,-0.432617835804382,-0.150319829424307,0.440892996960195,0.118099125045324,-0.40850100755355,-0.118099125045324,0.0670186244471242,0.0696982662540365,0.042950181497406,0.0696982662540365,2023-05-30,45.915139959563,12.8930701153266,14732,14047,45.915139959563,12.8930701153266,13883,13593.1666666667,14114.9230769231,13578.8666666667,14460.4,13853.1428571429,14656.4444444444,13870.1111111111,2023-05-30,45.950210188251,12.8500587795218,174.137363316811,2023-05-23,2023-05-16,2023-05-23,2023-05-16,0.579999983310699,1.75960661983117
396,12.079125,45.054087,2023-06-04,25,6,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH37","Rovigo","Adria",,"CDC-CO2",1,,,,1,2023-06-19,"Veneto",2023-06-02,45.0527572868082,12.0800947831983,0.423848878394333,0.0716189799182513,-0.413502109704641,-0.0716189799182513,0.407165399057726,0.0919678724768264,-0.368643219629432,-0.0919678724768264,0.0546746482050027,0.101650716307756,0.0606279827354812,0.101650716307756,2023-06-04,45.0527572868082,12.0800947831983,15333,14539,45.0527572868082,12.0800947831983,13965.3333333333,13692.8,14067.625,13595.5384615385,14445.5,13874.4615384615,14640.4,13921.8888888889,2023-06-04,45.0502060713973,12.0500551200963,507.195896333171,2023-05-28,2023-05-21,2023-05-28,2023-05-21,8.08756019175053,28.9621893316507
366,13.387753,46.059641,2023-06-06,25,6,2023,"IT",0,"ITALY","ITH","North-east","ITH4","Friuli-Venezia-Giulia","ITH42","Udine","Premariacco",,"CDC-CO2",,,1,,1,2023-06-21,"Veneto",2023-06-02,46.0588704050222,13.3871435215923,0.376966645689113,0.0801382260984038,-0.357881671493587,-0.0801382260984038,0.432632086343189,0.107775100328107,-0.402729793017389,-0.107775100328107,0.0497808627062439,0.0449358789338493,0.0351312760920111,0.0449358789338493,2023-06-06,46.0588704050222,13.3871435215923,15051,14426,46.0588704050222,13.3871435215923,13918,13596,14213.7272727273,13605.4,14474.6666666667,13815.5454545455,14612.1,13904.3333333333,2023-06-06,46.0502106456792,13.3500610666627,513.354775056505,2023-05-30,2023-05-23,2023-05-30,2023-05-23,31.9991111399722,33.1931557411444
390,11.832971,45.340596,2023-06-06,25,6,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH36","Padova","Albignasego",,"CDC-CO2",2,,,,2,2023-06-21,"Veneto",2023-06-02,45.3402181777265,11.8330580800654,0.36496525281572,0.110331384015595,-0.349123638086215,-0.110331384015595,0.369172373333368,0.105272024043577,-0.344558064837058,-0.105272024043577,0.112884199113598,0.101536563241075,0.0777237719243203,0.101536563241075,2023-06-06,45.3402181777265,11.8330580800654,15341,14576,45.3402181777265,11.8330580800654,14016.3333333333,13670.5,14073.1111111111,13571.2307692308,14529.5714285714,13901.8333333333,14706,13969.2222222222,2023-06-06,45.3502074436819,11.8500542052399,377.178517232118,2023-05-30,2023-05-23,2023-05-30,2023-05-23,24.9557597701423,56.8582388822906
