station_id,x,y,dt_placement,week,month,year,country_code,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,lau1_municipality,lau2_settlement,trap_type,anopheles maculipennis s.l.,anopheles claviger s.l.,anopheles plumbeus,anopheles hyrcanus s.l.,anopheles_total,dt_placement_original,region,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
10,11.670841,45.559359,2023-06-25,28,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH36,Padova,Gazzo Padovano,,CDC-CO2,7.0,,,,7,2023-07-10,Italy,2023-06-25,45.56030542233579,11.671361328923902,0.6388697450034461,0.2608695652173913,-0.5332043842682139,-0.2608695652173913,0.5145023971761602,0.18462863206724608,-0.4501364573257541,-0.18462863206724608,0.1055702802963472,0.0973442960943578,0.0788035329524966,0.0973442960943578,2023-06-25,45.56030542233582,11.671361328923902,15332.0,14670.0,45.560305422335816,11.671361328923902,14029.636363636364,13621.9,14068.75,13566.583333333336,14535.615384615383,13759.636363636364,14658.818181818182,13881.555555555557,2023-06-25,45.55020835853827,11.650053290383553,616.7841597595543,2023-06-18,2023-06-11,2023-06-18,2023-06-11,10.676138406968676,13.542637348058634
377,11.517407,45.557696,2023-06-25,28,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH32,Vicenza,Vicenza,,CDC-CO2,,,1.0,,1,2023-07-10,Italy,2023-06-25,45.5558138459152,11.51864773062357,0.3294892915980231,0.049869904596704234,-0.3179096352749048,-0.049869904596704234,0.34755319683346525,0.1433502311295721,-0.3187074625905316,-0.1433502311295721,0.0610648218786224,0.03537662149546164,0.04861435257051193,0.03537662149546164,2023-06-25,45.55581384591521,11.51864773062357,15375.0,14803.0,45.55581384591521,11.51864773062357,14054.333333333336,13690.4,14065.909090909092,13657.285714285714,14589.1875,13835.583333333336,14688.214285714286,13987.125,2023-06-25,45.55020835853827,11.550052832955368,579.1679077724693,2023-06-18,2023-06-11,2023-06-18,2023-06-11,13.241177009418607,16.74368067571777
349,11.50945,45.073324,2023-06-27,28,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH37,Rovigo,Badia Polesine,,CDC-CO2,3.0,,,,3,2023-07-12,Italy,2023-06-27,45.07521516891122,11.509664577782376,0.3666835957338751,0.09926470588235296,-0.3649505452700989,-0.09926470588235296,0.34817472837682706,0.06756200812220077,-0.36118390896062935,-0.06756200812220077,0.048678889487493465,0.04583600157620552,0.02696087216364329,0.04583600157620552,2023-06-27,45.07521516891122,11.509664577782376,15527.0,14715.0,45.07521516891122,11.509664577782376,13979.3,13649.666666666664,14015.4,13568.153846153846,14530.611111111111,13866.25,14597.0,13915.7,2023-06-27,45.05020607139734,11.550052832955368,938.0598178761284,2023-06-20,2023-06-13,2023-06-20,2023-06-13,14.456912469118834,40.491565983509645
162,11.455028,44.963914,2023-06-27,28,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH37,Rovigo,Ficarolo,,CDC-CO2,1.0,,,,1,2023-07-12,Italy,2023-06-27,44.962925758396274,11.455765660735198,0.3788182831661093,0.09781643884253513,-0.39625197561526304,-0.09781643884253513,0.4143886141571629,0.1500590464225051,-0.3988894662226304,-0.1500590464225051,0.06098714793557824,0.05396964951369897,0.04229501282982584,0.05396964951369897,2023-06-27,44.962925758396274,11.455765660735198,15454.0,14747.0,44.962925758396274,11.455765660735198,13921.857142857143,13628.222222222224,14076.923076923076,13558.066666666668,14502.444444444443,13826.142857142857,14639.111111111111,13945.25,2023-06-27,44.95020561396916,11.450052375527182,997.1557951544382,2023-06-20,2023-06-13,2023-06-20,2023-06-13,20.681993691890966,40.87993569363607
195,10.842836,45.26645,2023-06-27,28,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH31,Verona,Nogarole Rocca,,CDC-CO2,57.0,,,,57,2023-07-12,Italy,2023-06-27,45.26835295499694,10.84491126753387,0.2622289460413515,-0.024931827035449897,-0.2905387986594484,0.024931827035449897,0.5051626211872038,0.22135981618003367,-0.4889309134306436,-0.22135981618003367,0.1966554434664256,0.1799243745716699,0.13939522376772995,0.1799243745716699,2023-06-27,45.26835295499694,10.84491126753387,15345.0,14725.0,45.26835295499694,10.84491126753387,13917.25,13629.333333333336,14134.6,13579.466666666667,14615.6,13907.3,14808.428571428569,14017.444444444443,2023-06-27,45.250206986253716,10.850049630958074,605.6472161795318,2023-06-20,2023-06-13,2023-06-20,2023-06-13,4.611487651709467,5.563098165439442
321,11.000028,45.234662,2023-06-27,28,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH31,Verona,Erb,,CDC-CO2,28.0,,,,28,2023-07-12,Italy,2023-06-27,45.23242034363214,11.0021164422548,0.20318930041152267,-0.06308832365311436,-0.2819950671416827,0.06308832365311436,0.4225955776254402,0.12999531249421867,-0.4063665102322235,-0.12999531249421867,0.13881994715643034,0.13551922170924208,0.09862939230883393,0.13551922170924208,2023-06-27,45.23242034363216,11.0021164422548,15463.0,14749.0,45.23242034363214,11.0021164422548,13908.454545454546,13623.625,14082.833333333336,13596.785714285714,14554.294117647061,13944.4,14716.6,14019.090909090908,2023-06-27,45.250206986253716,10.950050088386257,701.2597013552731,2023-06-20,2023-06-13,2023-06-20,2023-06-13,4.741585331503302,6.004022887442261
409,13.011548,46.41323,2023-07-04,29,7,2023,IT,0,ITALY,ITH,North-east,ITH4,Friuli-Venezia-Giulia,ITH42,Udine,Tolmezzo,,CDC-CO2,,,1.0,,1,2023-07-19,Italy,2023-07-04,46.41370494224943,13.009851102262106,0.4007623888182973,0.19488402341209626,-0.3476772616136919,-0.19488402341209626,0.4020135951307979,0.20546964401003687,-0.3414552963475513,-0.20546964401003687,0.10796436009853402,0.052946575001356036,0.08465424414038801,0.052946575001356036,2023-07-04,46.413704942249424,13.009851102262106,14889.0,14157.0,46.413704942249424,13.009851102262106,13951.625,13580.0,14003.9375,13649.466666666667,14330.571428571431,13719.642857142857,14460.0,13928.636363636364,2023-07-04,46.450212475391936,13.050059694378144,1676.439185792784,2023-06-27,2023-06-20,2023-06-27,2023-06-20,43.819847036502324,214.8793804779416
389,12.985235,45.771308,2023-07-09,30,7,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH35,Venezia,San Michele al Tagliamento,San Giorgio,CDC-CO2,1.0,,,,1,2023-07-24,Italy,2023-07-09,45.771409514103915,12.987393220159115,0.4487362899380067,0.07520792780038928,-0.41269472215763775,-0.07520792780038928,0.4553190923786734,0.08216553529926549,-0.4180600340979565,-0.08216553529926549,0.0812210578819969,0.08595966581103379,0.05725727392424795,0.08595966581103379,2023-07-09,45.77140951410391,12.987393220159115,15429.0,14735.0,45.77140951410391,12.987393220159115,14045.166666666664,13650.285714285714,14101.5,13629.615384615383,14443.909090909092,13909.888888888889,14552.923076923076,13947.0,2023-07-09,45.75020927339464,12.950059236949958,1310.7275097868696,2023-07-02,2023-06-25,2023-07-02,2023-06-25,64.44849297305336,123.46684238332091
195,10.842836,45.26645,2023-07-11,30,7,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH31,Verona,Nogarole Rocca,,CDC-CO2,6.0,,,,6,2023-07-26,Italy,2023-07-10,45.26835295499694,10.84491126753387,0.4958656978200951,0.12365894974590624,-0.4493809176984705,-0.12365894974590624,0.5521684581631444,0.22344996827947192,-0.5042989881949614,-0.22344996827947192,0.16478059255350352,0.16574666948835184,0.1141326749670429,0.16574666948835184,2023-07-11,45.26835295499694,10.84491126753387,15319.0,14892.0,45.26835295499694,10.84491126753387,13917.25,13629.333333333336,14134.6,13579.466666666667,14615.6,13907.3,14808.428571428569,14017.444444444443,2023-07-11,45.250206986253716,10.850049630958074,682.5953083523782,2023-07-04,2023-06-27,2023-07-04,2023-06-27,54.65611204504967,76.94809217284637
321,11.000028,45.234662,2023-07-11,30,7,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH31,Verona,Erb,,CDC-CO2,15.0,,,,15,2023-07-26,Italy,2023-07-10,45.23242034363216,11.0021164422548,0.2612099644128114,-0.01954998155662117,-0.3096821877309683,0.01954998155662117,0.43640853898012577,0.1452364356862448,-0.3985928729489467,-0.1452364356862448,0.1260982217092572,0.13589761665595632,0.08872734776064156,0.13589761665595632,2023-07-11,45.23242034363214,11.0021164422548,15436.0,14923.0,45.23242034363214,11.0021164422548,13908.454545454546,13623.625,14082.833333333336,13596.785714285714,14554.294117647061,13944.4,14716.6,14019.090909090908,2023-07-11,45.250206986253716,10.950050088386257,790.434388128313,2023-07-04,2023-06-27,2023-07-04,2023-06-27,64.68165286257863,89.17468677303987
