"station_id","x","y","dt_placement","week","month","year","country_code","nuts0_code","nuts0_name","nuts1_code","nuts1_name","nuts2_code","nuts2_name","nuts3_code","nuts3_name","lau1_municipality","lau2_settlement","trap_type","no_pools","poolsize","no_pos_pools","wnv_mir","culex.spp","culex.pipiens","dt_placement_original","region","indices_image_date","indices_lat","indices_lon","ndvi","ndmi","ndwi","ndbi","ndvi_mean","ndmi_mean","ndwi_mean","ndbi_mean","ndvi_std","ndmi_std","ndwi_std","ndbi_std","lst_image_date","lst_lat","lst_lon","lst_day","lst_night","monthly_lst_lat","monthly_lst_lon","lst_jan_day_mean","lst_jan_night_mean","lst_feb_day_mean","lst_feb_night_mean","lst_mar_day_mean","lst_mar_night_mean","lst_apr_day_mean","lst_apr_night_mean","indices_image_date","indices_lat","indices_lon","acc_rainfall_jan","dt_placement_minus_7","dt_placement_minus_14","dt_placement_minus_7_avail","dt_placement_minus_14_avail","acc_rainfall_1week","acc_rainfall_2week"
400,11.80041,45.405474,2023-04-21,23,4,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH36","Padova","Selvazzano Dentro",,"CDC-CO2",10,"100-100-100-100-100-100-100-100-100-100",0,,1382,1382,2023-05-06,"Veneto",2023-04-18,45.4075918240355,11.8016170451212,0.574593128390597,0.31906835826548,-0.507792207792208,-0.31906835826548,0.463509013991662,0.21235001398933,-0.431666051453879,-0.21235001398933,0.087736949618362,0.0755090080024236,0.0590054134501191,0.0755090080024236,2023-04-21,45.4075918240355,11.8016170451212,14741,13933,45.4075918240355,11.8016170451212,13969.6666666667,13703.5714285714,14054,13594.5714285714,14476.1333333333,13901.6923076923,14699.7857142857,13978.4444444444,2023-04-21,45.4502079011101,11.8500542052399,39.7340416782536,2023-04-14,2023-04-07,2023-04-14,2023-04-07,1.0005595125258,14.5228367592208
342,11.483487,45.179494,2023-05-21,23,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH36","Padova","Casale di Scodosia",,"CDC-CO2",11,"100-100-100-100-100-100-100-100-100-100-100",0,,2090,2090,2023-06-05,"Veneto",2023-05-18,45.178521426585,11.4827151192588,0.510572460030944,0.188958798457479,-0.449282533399307,-0.188958798457479,0.349501365938715,0.292496123340339,-0.274404977456235,-0.292496123340339,0.124938426302463,0.114537561574175,0.113590056252381,0.114537561574175,2023-05-21,45.178521426585,11.4827151192588,14914,14305,45.178521426585,11.4827151192588,13923.5,13654.3333333333,14068.9090909091,13548.9230769231,14582.2941176471,13897.9090909091,14631.0588235294,13939.7272727273,2023-05-21,45.1502065288255,11.4500523755272,180.795891375019,2023-05-14,2023-05-07,2023-05-14,2023-05-07,9.4270467456663,83.6840848565334
9,12.049587,44.986146,2023-05-21,23,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH37","Rovigo","Papozze",,"CDC-CO2",10,"100-100-100-100-100-100-100-100-100-100",0,,1144,1144,2023-06-05,"Veneto",2023-05-18,44.9853836404993,12.0486537482541,0.174628989632039,-0.0913665670702941,-0.231720315497762,0.0913665670702941,0.457837208504978,0.200656533267496,-0.422235514104874,-0.200656533267496,0.18977479895682,0.192084605328513,0.12449738932947,0.192084605328513,2023-05-21,44.9853836404993,12.0486537482541,14884,14382,44.9853836404993,12.0486537482541,13983,13679.8,14083.125,13570.1666666667,14440.5714285714,13911.8461538462,14656.625,13894.1,2023-05-21,44.9502056139692,12.0500551200963,519.786104619066,2023-05-14,2023-05-07,2023-05-14,2023-05-07,75.2171959180851,151.053638469311
235,12.264539,45.04901,2023-05-21,23,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH37","Rovigo","Porto Viro",,"CDC-CO2",10,"100-100-100-100-100-100-100-100-100-100",0,,1439,1439,2023-06-05,"Veneto",2023-05-18,45.0482657103876,12.2642494164428,0.202534510070152,-0.0642718788519106,-0.242169237961664,0.0642718788519106,0.294871928146825,0.0521615204179951,-0.307364394677867,-0.0521615204179951,0.125487821787284,0.128415276896045,0.0922117399211448,0.128415276896045,2023-05-21,45.0482657103876,12.2642494164428,14919,14393,45.0482657103876,12.2642494164428,14064,13779.5,14104.5,13582.5,14481.8666666667,13883.25,14678.3529411765,13938.2,2023-05-21,45.0502060713973,12.2500560349527,451.511790737684,2023-05-14,2023-05-07,2023-05-14,2023-05-07,42.3167318264022,104.91624505166
383,12.450199,44.902272,2023-05-21,23,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH37","Rovigo","Porto Tolle",,"CDC-CO2",1,36,0,,36,36,2023-06-05,"Veneto",2023-05-18,44.9000436885079,12.4484040496874,0.576779955346068,0.277587939698492,-0.507232629831634,-0.277587939698492,0.508046538151072,0.247599570037688,-0.463080395071418,-0.247599570037688,0.21397818224136,0.2158815507359,0.164230766945191,0.2158815507359,2023-05-21,44.9000436885079,12.4484040496874,14819,14433,44.9000436885079,12.4484040496874,13991.1111111111,13734.5,14062.1,13678.2,14360.0714285714,13966.1666666667,14662.5555555556,14059.6666666667,2023-05-21,44.9502056139692,12.450056949809,461.01504356059,2023-05-14,2023-05-07,2023-05-14,2023-05-07,45.1142674582079,114.598607950844
396,12.079125,45.054087,2023-05-21,23,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH37","Rovigo","Adria",,"CDC-CO2",10,"100-100-100-100-100-100-100-100-100-100",0,,2268,2268,2023-06-05,"Veneto",2023-05-18,45.0527572868082,12.0800947831983,0.71771523178808,0.427834164803028,-0.626494219086812,-0.427834164803028,0.609020762273053,0.339971881646231,-0.522374127830192,-0.339971881646231,0.169755097648309,0.150582289867949,0.150482457868387,0.150582289867949,2023-05-21,45.0527572868082,12.0800947831983,14912,14347,45.0527572868082,12.0800947831983,13965.3333333333,13692.8,14067.625,13595.5384615385,14445.5,13874.4615384615,14640.4,13921.8888888889,2023-05-21,45.0502060713973,12.0500551200963,478.23370700152,2023-05-14,2023-05-07,2023-05-14,2023-05-07,51.3675389676355,121.30656315852
375,11.549733,45.288584,2023-05-21,23,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH32","Vicenza","Noventa Vicentina",,"CDC-CO2",1,56,0,,56,56,2023-06-05,"Veneto",2023-05-18,45.2908108370999,11.5500887655678,0.248715313463515,0.166586653864618,-0.158798283261803,-0.166586653864618,0.353543002928052,0.16423779947354,-0.303730838014414,-0.16423779947354,0.0602984653031552,0.083992666363554,0.066481138879098,0.083992666363554,2023-05-21,45.2908108370999,11.5500887655678,15089,14105,45.2908108370999,11.5500887655678,14017.7142857143,13687.3333333333,14117.5,13594.7857142857,14595.5625,13945,14794.1333333333,13956.4545454545,2023-05-21,45.2502069862537,11.5500528329554,223.540335111582,2023-05-14,2023-05-07,2023-05-14,2023-05-07,13.9481995305105,106.751700533234
393,11.595169,45.387761,2023-05-21,23,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH32","Vicenza","Barbarano Mossano",,"CDC-CO2",10,"100-100-100-101-101-101-101-102-102-102",0,,1010,1010,2023-06-05,"Veneto",2023-05-18,45.3896255183531,11.5950045297737,0.416689026026295,0.144839549002602,-0.394611727416799,-0.144839549002602,0.358431414431098,0.115451956421104,-0.358407695198095,-0.115451956421104,0.0967725350312026,0.101392119764103,0.0674346340734183,0.101392119764103,2023-05-21,45.3896255183531,11.5950045297737,14962,13805,45.3896255183531,11.5950045297737,13941.1111111111,13660.1666666667,14088.4,13583.4375,14516.4375,13945.3333333333,14686.25,13943.9,2023-05-21,45.3502074436819,11.5500528329554,231.616346840907,2023-05-14,2023-05-07,2023-05-14,2023-05-07,10.2619436149398,97.1507432666986
369,12.283716,45.198981,2023-05-21,23,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH35","Venezia","Chioggia",,"CDC-CO2",1,49,0,,49,49,2023-06-05,"Veneto",2023-05-18,45.200979308688,12.2822157221252,0.205052878965922,0.0912476722532588,-0.16039603960396,-0.0912476722532588,0.173836772903151,0.0625036418825316,-0.14854285472143,-0.0625036418825316,0.068420440341382,0.0285565270942067,0.0796542620980906,0.0285565270942067,2023-05-21,45.200979308688,12.2822157221252,14898,14232,45.200979308688,12.2822157221252,13947.6,13854.6,14001.875,13761.8461538462,14253.3076923077,14028.2222222222,14551.8571428571,14160.5,2023-05-21,45.1502065288255,12.2500560349527,476.817802976962,2023-05-14,2023-05-07,2023-05-14,2023-05-07,59.5480597084388,139.874946516007
369,12.283716,45.198981,2023-05-21,23,5,2023,"IT",0,"ITALY","ITH","North-east","ITH3","Veneto","ITH35","Venezia","Chioggia",,"Gravid ",1,11,0,,11,11,2023-06-05,"Veneto",2023-05-18,45.200979308688,12.2822157221252,0.205052878965922,0.0912476722532588,-0.16039603960396,-0.0912476722532588,0.173836772903151,0.0625036418825316,-0.14854285472143,-0.0625036418825316,0.068420440341382,0.0285565270942067,0.0796542620980906,0.0285565270942067,2023-05-21,45.200979308688,12.2822157221252,14898,14232,45.200979308688,12.2822157221252,13947.6,13854.6,14001.875,13761.8461538462,14253.3076923077,14028.2222222222,14551.8571428571,14160.5,2023-05-21,45.1502065288255,12.2500560349527,476.817802976962,2023-05-14,2023-05-07,2023-05-14,2023-05-07,59.5480597084388,139.874946516007
