station_id,x,y,dt_placement,week,month,year,country_code,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,lau1_municipality,lau2_settlement,trap_type,no_pools,poolsize,no_pos_pools,wnv_mir,culex.spp,culex.pipiens,dt_placement_original,region,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
342,11.483487,45.179494,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH36,Padova,Casale di Scodosia,,CDC-CO2,2,100-20,0.0,,120,120,2023-07-03,Italy,2023-06-17,45.17852142658498,11.482715119258788,0.6513971598717362,0.3028550777014817,-0.5639913232104121,-0.3028550777014817,0.46312008820384704,0.18002322915755814,-0.426327485030411,-0.18002322915755814,0.14934287406363556,0.11764231558314715,0.10081757741944383,0.11764231558314715,2023-06-18,45.17852142658498,11.482715119258788,15249.0,14557.0,45.17852142658498,11.482715119258788,13945.0,13652.333333333336,14068.909090909092,13548.923076923076,14580.666666666664,13886.5,14631.05882352941,13949.75,2023-06-18,45.15020652882553,11.450052375527182,745.2932317340674,2023-06-11,2023-06-04,2023-06-11,2023-06-04,66.02103710919619,126.70036776284542
9,12.049587,44.986146,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH37,Rovigo,Papozze,,CDC-CO2,4,100-100-100-7,0.0,,307,307,2023-07-03,Italy,2023-06-17,44.98538364049928,12.048653748254134,0.2608008429926238,-0.056945812807881725,-0.2848322147651006,0.056945812807881725,0.3462118052855978,0.03574148461104841,-0.34566999924984404,-0.03574148461104841,0.11824711288343985,0.09642319316307693,0.07876912731280276,0.09642319316307693,2023-06-18,44.98538364049928,12.048653748254134,15263.0,14554.0,44.98538364049928,12.048653748254134,13998.125,13687.666666666664,14083.125,13570.166666666664,14430.3125,13899.142857142857,14663.64705882353,13894.1,2023-06-18,44.95020561396916,12.050055120096292,1415.0835253793266,2023-06-11,2023-06-04,2023-06-11,2023-06-04,30.934495161287487,139.51598402738455
235,12.264539,45.04901,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH37,Rovigo,Porto Viro,,CDC-CO2,5,100-100-100-100-59,0.0,,459,459,2023-07-03,Italy,2023-06-17,45.04826571038764,12.264249416442835,0.5701932858596134,0.23332001598082305,-0.5087976539589444,-0.23332001598082305,0.5586150716640748,0.266789407586325,-0.4936191121417404,-0.266789407586325,0.11149561626192166,0.09266010498820132,0.08657463755813304,0.09266010498820132,2023-06-18,45.04826571038763,12.264249416442835,15179.0,14535.0,45.04826571038763,12.264249416442835,14047.0,13715.0,14104.5,13582.5,14485.875,13875.153846153846,14683.0,13938.2,2023-06-18,45.05020607139734,12.250056034952662,1273.6020556390868,2023-06-11,2023-06-04,2023-06-11,2023-06-04,22.139466197113506,105.20503395466949
383,12.450199,44.902272,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH37,Rovigo,Porto Tolle,,CDC-CO2,8,100-100-100-100-100-100-100-18,0.0,,718,718,2023-07-03,Italy,2023-06-17,44.9000436885079,12.448404049687355,0.3874332230984482,0.07235548564687377,-0.3881394756935607,-0.07235548564687377,0.3181817152510769,0.034970320104676905,-0.3381351519009972,-0.034970320104676905,0.09235868849545396,0.06503468501906041,0.061471434366351226,0.06503468501906041,2023-06-18,44.9000436885079,12.448404049687355,15152.0,14625.0,44.9000436885079,12.448404049687355,14003.0,13699.75,14062.1,13678.2,14372.533333333333,13959.714285714286,14661.105263157895,14059.666666666664,2023-06-18,44.95020561396916,12.450056949809031,1523.8883228091145,2023-06-11,2023-06-04,2023-06-11,2023-06-04,82.72283372213133,116.14102414700028
396,12.079125,45.054087,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH37,Rovigo,Adria,,CDC-CO2,5,100-100-100-100-61,0.0,,461,461,2023-07-03,Italy,2023-06-17,45.052757286808244,12.080094783198321,0.6483370288248336,0.3227758007117438,-0.5736663844199831,-0.3227758007117438,0.5511050785518399,0.2421068350065547,-0.4796372924082406,-0.2421068350065547,0.13752202700770125,0.09865291874144977,0.10965985924022212,0.09865291874144977,2023-06-18,45.052757286808216,12.080094783198321,15295.0,14474.0,45.05275728680822,12.080094783198321,13987.25,13700.5,14067.625,13595.53846153846,14450.133333333333,13863.142857142857,14654.625,13921.888888888889,2023-06-18,45.05020607139734,12.050055120096292,1224.136129329243,2023-06-11,2023-06-04,2023-06-11,2023-06-04,12.747249722655397,61.79596051972476
375,11.549733,45.288584,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH32,Vicenza,Noventa Vicentina,,CDC-CO2,1,83,0.0,,83,83,2023-07-03,Italy,2023-06-17,45.29081083709993,11.550088765567756,0.3517486061834769,0.04200039070130883,-0.3527770732944458,-0.04200039070130883,0.3776424515718543,0.05686517004684793,-0.38007896929388657,-0.05686517004684793,0.06783191564882178,0.06762934806921155,0.05288640601006834,0.06762934806921155,2023-06-18,45.29081083709993,11.550088765567756,15299.0,14616.0,45.29081083709993,11.550088765567756,14025.0,13683.888888888889,14117.5,13594.785714285714,14589.444444444443,13933.181818181818,14794.133333333333,13966.0,2023-06-18,45.250206986253716,11.550052832955368,812.5727310948278,2023-06-11,2023-06-04,2023-06-11,2023-06-04,34.890379226300865,81.21097698285303
393,11.595169,45.387761,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH32,Vicenza,Barbarano Mossano,,CDC-CO2,2,100-76,0.0,,176,176,2023-07-03,Italy,2023-06-17,45.38962551835309,11.595004529773734,0.3083559280256347,-0.016672841793256774,-0.3353459119496856,0.016672841793256774,0.4582770599608647,0.1343754377291913,-0.44459264208716665,-0.1343754377291913,0.09608731805840408,0.09035262902479127,0.06302321994847232,0.09035262902479127,2023-06-18,45.38962551835308,11.595004529773734,15278.0,14558.0,45.38962551835308,11.595004529773734,13963.454545454546,13661.888888888889,14088.4,13583.4375,14518.05882352941,13926.1,14686.25,13943.9,2023-06-18,45.350207443681896,11.550052832955368,720.4986071670137,2023-06-11,2023-06-04,2023-06-11,2023-06-04,12.589345748536289,46.45729102904443
369,12.283716,45.198981,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH35,Venezia,Chioggia,,CDC-CO2,1,13,0.0,,13,13,2023-07-03,Italy,2023-06-17,45.20097930868797,12.28221572212523,0.2898236931642438,0.08227355307552557,-0.2377560106856634,-0.08227355307552557,0.2272478979504429,0.038026096544191895,-0.2055769271150344,-0.038026096544191895,0.13599909013433673,0.082571194973957,0.17012549947387798,0.082571194973957,2023-06-18,45.20097930868796,12.28221572212523,15035.0,14591.0,45.20097930868796,12.28221572212523,13974.0,13857.5,14001.875,13761.846153846154,14272.071428571431,14025.6,14551.857142857143,14160.5,2023-06-18,45.15020652882553,12.250056034952662,1333.7768818453478,2023-06-11,2023-06-04,2023-06-11,2023-06-04,60.81943353440147,101.88141381921014
369,12.283716,45.198981,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH35,Venezia,Chioggia,,Gravid ,1,23,0.0,,23,23,2023-07-03,Italy,2023-06-17,45.20097930868797,12.28221572212523,0.2898236931642438,0.08227355307552557,-0.2377560106856634,-0.08227355307552557,0.2272478979504429,0.038026096544191895,-0.2055769271150344,-0.038026096544191895,0.13599909013433673,0.082571194973957,0.17012549947387798,0.082571194973957,2023-06-18,45.20097930868796,12.28221572212523,15035.0,14591.0,45.20097930868796,12.28221572212523,13974.0,13857.5,14001.875,13761.846153846154,14272.071428571431,14025.6,14551.857142857143,14160.5,2023-06-18,45.15020652882553,12.250056034952662,1333.7768818453478,2023-06-11,2023-06-04,2023-06-11,2023-06-04,60.81943353440147,101.88141381921014
385,12.123522,45.139014,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH35,Venezia,Cavarzere,,CDC-CO2,5,100-100-100-100-11,0.0,,411,411,2023-07-03,Italy,2023-06-17,45.1380972387996,12.125010547404301,0.4265920596855849,0.10051387461459398,-0.3953609590826167,-0.10051387461459398,0.4654882494332835,0.16256160264894573,-0.4243264164516594,-0.16256160264894573,0.08770292489035712,0.07893636324055155,0.06736838864197342,0.07893636324055155,2023-06-18,45.1380972387996,12.125010547404301,15202.0,14577.0,45.1380972387996,12.125010547404301,13989.7,13690.375,14047.111111111111,13605.615384615383,14488.76923076923,13893.384615384617,14765.714285714286,13959.222222222224,2023-06-18,45.15020652882553,12.150055577524478,1177.3116108737886,2023-06-11,2023-06-04,2023-06-11,2023-06-04,15.019650732523587,64.04414452901256
165,11.210249,45.157135,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH31,Verona,Casaleone,,CDC-CO2,8,100-100-100-100-100-100-100-75,0.0,,775,775,2023-07-03,Italy,2023-06-17,45.156063544482,11.208728957602307,0.4485798237022527,0.13638109873223206,-0.4197264218862491,-0.13638109873223206,0.4659589151362514,0.15732145732692454,-0.4314081903836351,-0.15732145732692454,0.13223835465833395,0.12763596140760913,0.08078828210903226,0.12763596140760913,2023-06-18,45.156063544482,11.208728957602307,15226.0,14564.0,45.156063544481995,11.208728957602307,13972.7,13656.0,14096.5,13585.4,14602.736842105263,13907.416666666664,14750.35294117647,13981.6,2023-06-18,45.15020652882553,11.250051460670813,619.1758121207022,2023-06-11,2023-06-04,2023-06-11,2023-06-04,24.187550062080845,64.68472444885265
337,11.34443,45.243415,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH31,Verona,Minerbe,,CDC-CO2,1,64,0.0,,64,64,2023-07-03,Italy,2023-06-17,45.24140349647335,11.343476250220249,0.4436584133400707,0.12591133004926108,-0.41121264509755495,-0.12591133004926108,0.4070684253961435,0.10806582403789164,-0.39336134240995857,-0.10806582403789164,0.05092312745681344,0.04576477649032145,0.03600945643522768,0.04576477649032145,2023-06-18,45.24140349647335,11.343476250220249,15270.0,14609.0,45.24140349647335,11.343476250220249,13984.666666666664,13656.285714285714,14014.545454545454,13608.533333333333,14557.294117647061,13938.0,14694.5625,13982.545454545454,2023-06-18,45.250206986253716,11.350051918098998,638.824027161907,2023-06-11,2023-06-04,2023-06-11,2023-06-04,58.10049356520176,109.44042606261792
380,11.348957,45.142783,2023-06-18,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH31,Verona,Villa Bartolomea,,CDC-CO2,5,100-100-100-100-29,0.0,,429,429,2023-07-03,Italy,2023-06-17,45.142588815220186,11.347967826640847,0.4468718967229394,0.1558905196350654,-0.4354679802955664,-0.1558905196350654,0.4511783753094886,0.1615379719541724,-0.4277814515479251,-0.1615379719541724,0.119767012020391,0.0934181206069905,0.08076528854430033,0.0934181206069905,2023-06-18,45.142588815220186,11.347967826640847,15324.0,14601.0,45.142588815220186,11.347967826640847,13917.857142857143,13657.428571428569,14033.1,13599.285714285714,14525.85,13889.0,14676.25,13980.818181818182,2023-06-18,45.15020652882553,11.350051918098998,708.2378822031387,2023-06-11,2023-06-04,2023-06-11,2023-06-04,66.05348374694586,117.20390883614164
325,11.828016,45.212872,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH36,Padova,Tribano,,CDC-CO2,5,100-100-100-100-12,0.0,,412,412,2023-07-05,Italy,2023-06-20,45.214454037949764,11.828566503644831,0.458960660514813,0.14569031273836766,-0.43183984747378457,-0.14569031273836766,0.39295587346722255,0.09007997681526347,-0.3902767313050745,-0.09007997681526347,0.07575394799509813,0.06382876659120547,0.059289988384353724,0.06382876659120547,2023-06-20,45.214454037949764,11.828566503644831,15338.0,14706.0,45.214454037949764,11.828566503644831,13993.4,13665.625,14052.111111111111,13539.384615384617,14521.642857142857,13878.833333333336,14674.923076923076,13949.53846153846,2023-06-20,45.250206986253716,11.850054205239923,885.0906925125091,2023-06-13,2023-06-06,2023-06-13,2023-06-06,8.922006142718601,33.20735119625169
390,11.832971,45.340596,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH36,Padova,Albignasego,,CDC-CO2,3,100-100-67,0.0,,267,267,2023-07-05,Italy,2023-06-20,45.3402181777265,11.83305808006543,0.3859726510807234,0.07034576733094873,-0.41531531531531535,-0.07034576733094873,0.3366437069198514,0.03665408698126639,-0.3495223845685175,-0.03665408698126639,0.0877185210427556,0.06912739491735549,0.07369108334071342,0.06912739491735549,2023-06-20,45.3402181777265,11.83305808006543,15346.0,14738.0,45.3402181777265,11.83305808006543,14028.666666666664,13659.625,14073.111111111111,13571.230769230771,14532.333333333336,13891.307692307693,14686.8,13977.9,2023-06-20,45.350207443681896,11.850054205239923,910.0107233006056,2023-06-13,2023-06-06,2023-06-13,2023-06-06,5.722501779790036,17.66397345927544
400,11.80041,45.405474,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH36,Padova,Selvazzano Dentro,,CDC-CO2,6,100-100-100-100-100-50,0.0,,550,550,2023-07-05,Italy,2023-06-20,45.40759182403547,11.801617045121244,0.36414640662570136,0.061759201497192766,-0.37073825503355706,-0.061759201497192766,0.3979044489526551,0.0934430670680587,-0.3912102446109722,-0.0934430670680587,0.09521878185951148,0.08199979492720108,0.05770605296863322,0.08199979492720108,2023-06-20,45.40759182403547,11.801617045121244,15392.0,14758.0,45.40759182403547,11.801617045121244,13986.75,13688.333333333336,14054.0,13594.571428571431,14480.3125,13894.571428571431,14699.785714285714,13978.444444444443,2023-06-20,45.45020790111008,11.850054205239923,748.2582051583158,2023-06-13,2023-06-06,2023-06-13,2023-06-06,4.580201638338622,14.653666927915765
374,11.649377,45.743659,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH32,Vicenza,Marostica,,CDC-CO2,1,19,0.0,,19,19,2023-07-05,Italy,2023-06-20,45.74446005558033,11.648903446820912,0.6179401993355481,0.22055137844611536,-0.5383574007220217,-0.22055137844611536,0.5635145733052173,0.18922133898510346,-0.4991530235712615,-0.18922133898510346,0.11891315691872978,0.09745006648081064,0.07978350797727464,0.09745006648081064,2023-06-20,45.74446005558033,11.648903446820912,14976.0,14675.0,45.74446005558033,11.648903446820912,14080.375,13651.727272727272,14140.307692307693,13713.384615384617,14497.214285714286,13914.3,14646.6,13980.0,2023-06-20,45.75020927339464,11.650053290383552,895.0591782418669,2023-06-13,2023-06-06,2023-06-13,2023-06-06,20.12138642813079,182.85344871526468
374,11.649377,45.743659,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH32,Vicenza,Marostica,,Gravid ,1,10,0.0,,10,10,2023-07-05,Italy,2023-06-20,45.74446005558033,11.648903446820912,0.6179401993355481,0.22055137844611536,-0.5383574007220217,-0.22055137844611536,0.5635145733052173,0.18922133898510346,-0.4991530235712615,-0.18922133898510346,0.11891315691872978,0.09745006648081064,0.07978350797727464,0.09745006648081064,2023-06-20,45.74446005558033,11.648903446820912,14976.0,14675.0,45.74446005558033,11.648903446820912,14080.375,13651.727272727272,14140.307692307693,13713.384615384617,14497.214285714286,13914.3,14646.6,13980.0,2023-06-20,45.75020927339464,11.650053290383552,895.0591782418669,2023-06-13,2023-06-06,2023-06-13,2023-06-06,20.12138642813079,182.85344871526468
6,12.139038,45.36125,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH35,Venezia,Campagna Lupia,,CDC-CO2,4,100-100-100-24,0.0,,324,324,2023-07-05,Italy,2023-06-20,45.362676059829504,12.138485276666096,0.6605092361457813,0.3346709470304976,-0.5476966030711958,-0.3346709470304976,0.5302087953232374,0.2566782414556965,-0.4578685776668183,-0.2566782414556965,0.14419632867984025,0.13117817380730942,0.10741498623174173,0.13117817380730942,2023-06-20,45.362676059829504,12.138485276666096,15174.0,14783.0,45.362676059829504,12.138485276666096,13999.8,13665.555555555557,14019.7,13596.46153846154,14577.5,13927.666666666664,14622.0,14077.111111111111,2023-06-20,45.350207443681896,12.150055577524478,1147.4866320131114,2023-06-13,2023-06-06,2023-06-13,2023-06-06,13.994659184361808,24.224332558951573
392,12.223217,45.510817,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH35,Venezia,Venezia,,CDC-CO2,5,100-100-100-100-16,0.0,,416,416,2023-07-05,Italy,2023-06-20,45.51089808170922,12.223825228657455,0.2802386963507001,0.02404993574444648,-0.2802386963507001,-0.02404993574444648,0.3484278932540221,0.07683931837537937,-0.3346638647266908,-0.07683931837537937,0.09598110142927804,0.056013264890574094,0.08340481644486586,0.056013264890574094,2023-06-20,45.51089808170922,12.223825228657455,15336.0,14623.0,45.51089808170922,12.223825228657455,14028.625,13649.428571428569,14088.181818181818,13639.0,14614.666666666664,13975.666666666664,14707.833333333336,14025.25,2023-06-20,45.55020835853827,12.250056034952662,773.3551844397371,2023-06-13,2023-06-06,2023-06-13,2023-06-06,4.839763176249107,46.430816690350184
314,12.260767,45.594461,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH34,Treviso,Preganziol,,CDC-CO2,4,100-100-100-54,0.0,,354,354,2023-07-05,Italy,2023-06-20,45.59623803370059,12.259757840022239,0.2512969495746005,-0.010989010989011052,-0.2829787234042553,0.010989010989011052,0.3843147928415392,0.09386571807108644,-0.3639669278286149,-0.09386571807108644,0.12582206224562775,0.08680071612115355,0.08636036413482892,0.08680071612115355,2023-06-20,45.59623803370059,12.259757840022239,15202.0,14606.0,45.59623803370059,12.259757840022239,13985.444444444443,13622.714285714286,14086.692307692307,13561.071428571431,14525.153846153846,13894.909090909092,14622.733333333335,13945.666666666664,2023-06-20,45.55020835853827,12.250056034952662,773.3551844397371,2023-06-13,2023-06-06,2023-06-13,2023-06-06,4.839763176249107,46.430816690350184
353,11.910472,45.725139,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH34,Treviso,Riese Pio X,,CDC-CO2,5,100-100-100-100-33,0.0,,433,433,2023-07-05,Italy,2023-06-20,45.72649374989794,11.909414879215596,0.5359116022099447,0.15415162454873652,-0.47701547701547703,-0.15415162454873652,0.4720238392596547,0.12330680006213204,-0.4439156695982969,-0.12330680006213204,0.07583818492675133,0.06244610609424789,0.050073256849173714,0.06244610609424789,2023-06-20,45.72649374989794,11.909414879215596,15185.0,14536.0,45.72649374989794,11.909414879215596,14017.222222222224,13600.833333333336,14125.785714285714,13559.8,14515.9375,13826.555555555557,14712.916666666664,13960.2,2023-06-20,45.75020927339464,11.950054662668107,527.6008941578839,2023-06-13,2023-06-06,2023-06-13,2023-06-06,2.666001173434779,30.835542926564813
354,12.089294,45.737439,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH34,Treviso,Trevignano,,CDC-CO2,5,100-100-100-100-18,0.0,,418,418,2023-07-05,Italy,2023-06-20,45.735476902739144,12.089077936039514,0.531390665719024,0.2254028436018957,-0.4980301274623407,-0.2254028436018957,0.5449841267663261,0.20424682190304888,-0.498254009169906,-0.20424682190304888,0.07614853195178747,0.07473917569777247,0.05303921436314399,0.07473917569777247,2023-06-20,45.735476902739144,12.089077936039514,15087.0,14504.0,45.73547690273914,12.089077936039514,14008.5,13601.333333333336,14157.0,13586.133333333333,14560.235294117649,13917.777777777776,14751.0,13913.0,2023-06-20,45.75020927339464,12.050055120096292,612.7972258331865,2023-06-13,2023-06-06,2023-06-13,2023-06-06,0.3995835203677416,95.59388407797087
361,12.255492,45.700641,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH34,Treviso,Villorba,,CDC-CO2,1,7,0.0,,7,7,2023-07-05,Italy,2023-06-20,45.69954429137434,12.255266263601644,0.3685914732865623,0.041906327033689336,-0.3500133084908172,-0.041906327033689336,0.4473065863094506,0.10115115653680752,-0.4065546674649587,-0.10115115653680752,0.06243104503026081,0.04405704674666152,0.044901176303827166,0.04405704674666152,2023-06-20,45.69954429137434,12.255266263601644,15196.0,14564.0,45.69954429137434,12.255266263601644,14019.333333333336,13621.142857142857,14121.666666666664,13573.142857142857,14499.923076923076,13958.3,14712.454545454546,13925.166666666664,2023-06-20,45.75020927339464,12.250056034952662,717.2338428413786,2023-06-13,2023-06-06,2023-06-13,2023-06-06,1.6613669458311051,148.54530329385307
378,11.683377,45.207218,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH37,Rovigo,Este,Deserto,CDC-CO2,5,100-100-100-100-87,0.0,,487,487,2023-07-05,Italy,2023-06-20,45.20547088510857,11.684836058185693,0.35891325071496666,0.05280649926144758,-0.3829735629396071,-0.05280649926144758,0.4072334288306199,0.10518320623111203,-0.4020941376186264,-0.10518320623111203,0.0921071603226542,0.06518892291586917,0.0596944883849859,0.06518892291586917,2023-06-20,45.20547088510857,11.684836058185693,15373.0,14729.0,45.20547088510857,11.684836058185693,13967.0,13659.333333333336,14049.75,13581.428571428569,14451.1875,13879.7,14682.5,13977.923076923076,2023-06-20,45.250206986253716,11.650053290383552,745.1412194388249,2023-06-13,2023-06-06,2023-06-13,2023-06-06,33.93556040339172,68.49298422492575
387,11.771234,45.070988,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH37,Rovigo,Rovigo,,CDC-CO2,2,100-34,0.0,,134,134,2023-07-05,Italy,2023-06-20,45.070723592490644,11.770176010177062,0.4006273167949815,0.10011198208286673,-0.3942662503548113,-0.10011198208286673,0.3996321357903912,0.10674671945524776,-0.3963736640456226,-0.10674671945524776,0.07106041719332618,0.061604075363766324,0.05063767740099067,0.061604075363766324,2023-06-20,45.070723592490616,11.770176010177062,15393.0,14785.0,45.070723592490616,11.770176010177062,13997.0,13744.571428571431,14073.25,13600.785714285714,14525.75,13907.5,14786.166666666664,14035.1,2023-06-20,45.05020607139734,11.750053747811737,972.242274113516,2023-06-13,2023-06-06,2023-06-13,2023-06-06,15.914616661379114,54.406198115088046
388,11.790342,44.975883,2023-06-20,27,6,2023,IT,0,ITALY,ITH,North-east,ITH3,Veneto,ITH37,Rovigo,Guarda Veneta,,CDC-CO2,4,100-100-100-100,0.0,,400,400,2023-07-05,Italy,2023-06-20,44.97640048765807,11.78814231585945,0.5040470934510669,0.17809798270893376,-0.4736842105263159,-0.17809798270893376,0.4129034776100247,0.17475854217302128,-0.3887746503628099,-0.17475854217302128,0.13169629781904788,0.10061492956788144,0.11845478968858646,0.10061492956788144,2023-06-20,44.97640048765807,11.78814231585945,15308.0,14718.0,44.97640048765807,11.78814231585945,13938.571428571431,13688.8,14072.875,13569.133333333333,14475.5625,13881.363636363636,14672.125,13892.888888888889,2023-06-20,44.95020561396916,11.750053747811737,1289.2196915945897,2023-06-13,2023-06-06,2023-06-13,2023-06-06,37.4815540574491,100.4324629684852
