"station_id","dt_placement","week","month","year","country_code","nuts0_code","nuts0_name","nuts1_code","nuts1_name","nuts2_code","nuts2_name","nuts3_code","nuts3_name","lau1_municipality","lau2_settlement","trap_type","sex","x","y","culex spp.","culex.pipiens","dt_placement_original","region","indices_image_date","indices_lat","indices_lon","ndvi","ndmi","ndwi","ndbi","ndvi_mean","ndmi_mean","ndwi_mean","ndbi_mean","ndvi_std","ndmi_std","ndwi_std","ndbi_std","lst_image_date","lst_lat","lst_lon","lst_day","lst_night","monthly_lst_lat","monthly_lst_lon","lst_jan_day_mean","lst_jan_night_mean","lst_feb_day_mean","lst_feb_night_mean","lst_mar_day_mean","lst_mar_night_mean","lst_apr_day_mean","lst_apr_night_mean","indices_image_date","indices_lat","indices_lon","acc_rainfall_jan","dt_placement_minus_7","dt_placement_minus_14","dt_placement_minus_7_avail","dt_placement_minus_14_avail","acc_rainfall_1week","acc_rainfall_2week"
288,2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","F",10.844454,45.890818,3,3,2023-06-14,"Trentino",2023-05-28,45.8926820774601,10.8449112675339,0.279045643153527,0.0114848236259229,-0.272117616713954,-0.0114848236259229,0.217550633455744,0.226257031617969,-0.126843303356913,-0.226257031617969,0.0178432790830071,0.041890249156317,0.00843977698856972,0.041890249156317,2023-05-30,45.8926820774601,10.8449112675339,14763,14603,45.8926820774601,10.8449112675339,13964.3076923077,13699.4545454545,14094.7647058824,13749.5333333333,14371.6875,13912.5333333333,14474.8888888889,13992.8181818182,2023-05-30,45.8502097308228,10.8500496309581,140.426831222212,2023-05-23,2023-05-16,2023-05-23,2023-05-16,4.63145699724555,17.5809165220708
315,2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"BG-Sentinel",,10.864102,45.919723,0,0,2023-06-14,"Trentino",2023-05-28,45.9196315359837,10.8628775732163,0.355946398659967,0.277317554240631,-0.236822001527884,-0.277317554240631,0.402608418289309,0.260566560464016,-0.300413994374351,-0.260566560464016,0.08817357406832,0.0863244585649803,0.0738202899389508,0.0863244585649803,2023-05-30,45.9196315359837,10.8628775732163,14869,14257,45.9196315359837,10.8628775732163,14027.0909090909,13679.3636363636,14184.9333333333,13783.5625,14486.1538461538,13933.6153846154,14564.4285714286,13985.1666666667,2023-05-30,45.950210188251,10.8500496309581,138.883643005582,2023-05-23,2023-05-16,2023-05-23,2023-05-16,0.298344619572163,11.9564391184831
351,2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","F",10.855636,45.894986,1,1,2023-06-14,"Trentino",2023-05-28,45.8971736538807,10.8538944203751,0.285714285714286,0.0246542393265183,-0.27863931965983,-0.0246542393265183,0.252075441283147,0.224297452860583,-0.164553415273876,-0.224297452860583,0.0637140324010639,0.0525345234532591,0.0463977956773346,0.0525345234532591,2023-05-30,45.8971736538807,10.8538944203751,14919,14274,45.8971736538807,10.8538944203751,13981.7142857143,13651.8181818182,14145.5,13660.875,14458.125,13892.625,14586.2777777778,13973.1666666667,2023-05-30,45.8502097308228,10.8500496309581,140.426831222212,2023-05-23,2023-05-16,2023-05-23,2023-05-16,4.63145699724555,17.5809165220708
"CDCRA5",2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"CDC-trap","F",10.892337,45.915607,1,1,2023-06-14,"Trentino",2023-05-28,45.915139959563,10.8943186081605,0.478218306412139,0.15201220675186,-0.417175035194744,-0.15201220675186,0.555614532542218,0.173963079401231,-0.467560706113394,-0.173963079401231,0.0852551230333625,0.053962196635013,0.0538601716163068,0.053962196635013,2023-05-30,45.915139959563,10.8943186081605,15098,14401,45.915139959563,10.8943186081605,13978.1666666667,13632.5,14144.5625,13694.5714285714,14524.6923076923,13903.6428571429,14632.6470588235,13970.6923076923,2023-05-30,45.950210188251,10.8500496309581,138.883643005582,2023-05-23,2023-05-16,2023-05-23,2023-05-16,0.298344619572163,11.9564391184831
"CDCRA6",2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"CDC-trap",,10.862481,45.882249,0,0,2023-06-14,"Trentino",2023-05-28,45.8836989246189,10.8628775732163,0.463727249423225,0.115452236764993,-0.410921670373116,-0.115452236764993,0.525199834456448,0.188776444593196,-0.443754380709122,-0.188776444593196,0.0988803338862928,0.0845563512880805,0.068012673145723,0.0845563512880805,2023-05-30,45.8836989246189,10.8628775732163,14696,14274,45.8836989246189,10.8628775732163,13959.0769230769,13639.8571428571,14098.7647058824,13708.8,14387.2,13873.3333333333,14480.85,13983.4615384615,2023-05-30,45.8502097308228,10.8500496309581,140.426831222212,2023-05-23,2023-05-16,2023-05-23,2023-05-16,4.63145699724555,17.5809165220708
"PO-BG-3",2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Trento",,"BG-Sentinel",,11.160635,46.083488,0,0,2023-06-14,"Trentino",2023-05-28,46.0813282871252,11.1593216169757,0.533757338551859,0.164345403899721,-0.472522310944105,-0.164345403899721,0.558901663974693,0.175275391735392,-0.486000740529205,-0.175275391735392,0.0739314602321596,0.0574947751391888,0.0401450698288188,0.0574947751391888,2023-05-30,46.0813282871252,11.1593216169757,14936,13356,46.0813282871252,11.1593216169757,13864.7,13597.4,14128.3529411765,13689.7647058824,14459.4615384615,13841.5,14602.1764705882,13926.75,2023-05-30,46.0502106456792,11.1500510032426,170.269397339696,2023-05-23,2023-05-16,2023-05-23,2023-05-16,0.179595953784883,2.21596965531353
"RA-CDC-1",2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"CDC-trap","M",10.891121,45.905765,4,4,2023-06-14,"Trentino",2023-05-28,45.9061568067219,10.8898270317399,0.500732779677577,0.113245153107447,-0.432167832167832,-0.113245153107447,0.528317032777081,0.219624293260094,-0.444186114961567,-0.219624293260094,0.0256712836014728,0.049003775566389,0.0304827718297392,0.049003775566389,2023-05-30,45.9061568067219,10.8898270317399,15058,14398,45.9061568067219,10.8898270317399,13949.5333333333,13627.6,14124.5,13660.2857142857,14472.0714285714,13864.1538461538,14602.3888888889,13919.6923076923,2023-05-30,45.950210188251,10.8500496309581,138.883643005582,2023-05-23,2023-05-16,2023-05-23,2023-05-16,0.298344619572163,11.9564391184831
"RA-CDC-1",2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"CDC-trap","F",10.891121,45.905765,22,22,2023-06-14,"Trentino",2023-05-28,45.9061568067219,10.8898270317399,0.500732779677577,0.113245153107447,-0.432167832167832,-0.113245153107447,0.528317032777081,0.219624293260094,-0.444186114961567,-0.219624293260094,0.0256712836014728,0.049003775566389,0.0304827718297392,0.049003775566389,2023-05-30,45.9061568067219,10.8898270317399,15058,14398,45.9061568067219,10.8898270317399,13949.5333333333,13627.6,14124.5,13660.2857142857,14472.0714285714,13864.1538461538,14602.3888888889,13919.6923076923,2023-05-30,45.950210188251,10.8500496309581,138.883643005582,2023-05-23,2023-05-16,2023-05-23,2023-05-16,0.298344619572163,11.9564391184831
"ST-BG-3",2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Castel Ivano",,"BG-Sentinel","F",11.525146,46.066722,1,1,2023-06-14,"Trentino",2023-05-28,46.0678535578634,11.5231393070442,0.466989703210176,0.0723931813150321,-0.433136094674556,-0.0723931813150321,0.496570235609902,0.421529745042493,-0.369167803547067,-0.421529745042493,0,0,0,0,2023-05-30,46.0678535578634,11.5231393070442,14781,14110,46.0678535578634,11.5231393070442,13877.625,13517.4,14084.4117647059,13627,14396.5454545455,13829.8888888889,14612.3636363636,13900.2727272727,2023-05-30,46.0502106456792,11.5500528329554,163.590265522827,2023-05-23,2023-05-16,2023-05-23,2023-05-16,2.8563739946112,4.71499947085977
"ST-BG-4",2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Telve",,"BG-Sentinel",,11.48068,46.068981,0,0,2023-06-14,"Trentino",2023-05-28,46.0678535578634,11.4827151192588,0.273022312373225,0.182811911044101,-0.195884146341463,-0.182811911044101,0.4034293052401,0.236865746580188,-0.31547362008069,-0.236865746580188,0.0779886961694938,0.0658749625643924,0.0688997856311059,0.0658749625643924,2023-05-30,46.0678535578634,11.4827151192588,15041,14114,46.0678535578634,11.4827151192588,13796.5,13495.3636363636,14123.4615384615,13580,14413.2307692308,13826.2222222222,14647.2727272727,13899.4545454545,2023-05-30,46.0502106456792,11.4500523755272,159.337942702725,2023-05-23,2023-05-16,2023-05-23,2023-05-16,0.629065797664225,3.95507784048095
