x,y,region,station_id,nuts2_name
20.7296066993758,38.78697464276561,WESTERN GREECE,GR_0,WESTERN GREECE
20.7296066993758,38.80494133436583,WESTERN GREECE,GR_1,WESTERN GREECE
20.7296066993758,38.822908025966036,WESTERN GREECE,GR_2,WESTERN GREECE
20.7296066993758,38.84087471756625,WESTERN GREECE,GR_3,WESTERN GREECE
20.7296066993758,38.85884140916647,WESTERN GREECE,GR_4,WESTERN GREECE
20.75221590333772,38.751041259565184,WESTERN GREECE,GR_5,WESTERN GREECE
20.75221590333772,38.7690079511654,WESTERN GREECE,GR_6,WESTERN GREECE
20.75221590333772,38.78697464276561,WESTERN GREECE,GR_7,WESTERN GREECE
20.75221590333772,38.80494133436583,WESTERN GREECE,GR_8,WESTERN GREECE
20.75221590333772,38.822908025966036,WESTERN GREECE,GR_9,WESTERN GREECE
20.75221590333772,38.84087471756625,WESTERN GREECE,GR_10,WESTERN GREECE
20.75221590333772,38.85884140916647,WESTERN GREECE,GR_11,WESTERN GREECE
20.75221590333772,38.87680810076669,WESTERN GREECE,GR_12,WESTERN GREECE
20.75221590333772,38.8947747923669,WESTERN GREECE,GR_13,WESTERN GREECE
20.75221590333772,38.91274148396712,WESTERN GREECE,GR_14,WESTERN GREECE
20.75221590333772,38.930708175567325,WESTERN GREECE,GR_15,WESTERN GREECE
20.75221590333772,38.94867486716754,WESTERN GREECE,GR_16,WESTERN GREECE
20.774825107299645,38.751041259565184,WESTERN GREECE,GR_17,WESTERN GREECE
20.774825107299645,38.7690079511654,WESTERN GREECE,GR_18,WESTERN GREECE
20.774825107299645,38.78697464276561,WESTERN GREECE,GR_19,WESTERN GREECE
20.774825107299645,38.80494133436583,WESTERN GREECE,GR_20,WESTERN GREECE
20.774825107299645,38.822908025966036,WESTERN GREECE,GR_21,WESTERN GREECE
20.774825107299645,38.84087471756625,WESTERN GREECE,GR_22,WESTERN GREECE
20.774825107299645,38.85884140916647,WESTERN GREECE,GR_23,WESTERN GREECE
20.774825107299645,38.87680810076669,WESTERN GREECE,GR_24,WESTERN GREECE
20.774825107299645,38.8947747923669,WESTERN GREECE,GR_25,WESTERN GREECE
20.774825107299645,38.91274148396712,WESTERN GREECE,GR_26,WESTERN GREECE
20.774825107299645,38.930708175567325,WESTERN GREECE,GR_27,WESTERN GREECE
20.774825107299645,38.94867486716754,WESTERN GREECE,GR_28,WESTERN GREECE
20.797434311261565,38.751041259565184,WESTERN GREECE,GR_29,WESTERN GREECE
20.797434311261565,38.7690079511654,WESTERN GREECE,GR_30,WESTERN GREECE
20.797434311261565,38.78697464276561,WESTERN GREECE,GR_31,WESTERN GREECE
20.797434311261565,38.80494133436583,WESTERN GREECE,GR_32,WESTERN GREECE
20.797434311261565,38.822908025966036,WESTERN GREECE,GR_33,WESTERN GREECE
20.797434311261565,38.84087471756625,WESTERN GREECE,GR_34,WESTERN GREECE
20.797434311261565,38.85884140916647,WESTERN GREECE,GR_35,WESTERN GREECE
20.797434311261565,38.87680810076669,WESTERN GREECE,GR_36,WESTERN GREECE
20.797434311261565,38.8947747923669,WESTERN GREECE,GR_37,WESTERN GREECE
20.797434311261565,38.91274148396712,WESTERN GREECE,GR_38,WESTERN GREECE
20.797434311261565,38.930708175567325,WESTERN GREECE,GR_39,WESTERN GREECE
20.820043515223496,38.7690079511654,WESTERN GREECE,GR_40,WESTERN GREECE
20.820043515223496,38.78697464276561,WESTERN GREECE,GR_41,WESTERN GREECE
20.820043515223496,38.80494133436583,WESTERN GREECE,GR_42,WESTERN GREECE
20.820043515223496,38.822908025966036,WESTERN GREECE,GR_43,WESTERN GREECE
20.820043515223496,38.84087471756625,WESTERN GREECE,GR_44,WESTERN GREECE
