"station_id","y","x","dt_placement","week","month","year","country_code","nuts0_code","nuts0_name","nuts1_code","nuts1_name","nuts2_code","nuts2_name","nuts3_code","nuts3_name","lau1_municipality","lau2_settlement","trap_type","culex.spp","culex pipiens","sex","region","dt_placement_original","indices_image_date","indices_lat","indices_lon","ndvi_new","ndmi_new","ndwi_new","ndbi_new","ndvi_mean_new","ndmi_mean_new","ndwi_mean_new","ndbi_mean_new","ndvi_std_new","ndmi_std_new","ndwi_std_new","ndbi_std_new","lst_image_date","lst_lat","lst_lon","lst_day_new","lst_night_new","monthly_lst_lat","monthly_lst_lon","lst_jan_day_mean_new","lst_jan_night_mean_new","lst_feb_day_mean_new","lst_feb_night_mean_new","lst_mar_day_mean_new","lst_mar_night_mean_new","lst_apr_day_mean_new","lst_apr_night_mean_new","indices_image_date","indices_lat","indices_lon","acc_rainfall_jan_new","dt_placement_minus_7","dt_placement_minus_14","dt_placement_minus_7_avail","dt_placement_minus_14_avail","acc_rainfall_1week_new","acc_rainfall_2week_new"
315,45.919723,10.864102,2011-05-11,22,5,2011,"IT",0,"Italy",1,,2,"Trentino-Alto Adige",3,"Trentino","Arco",,"BG-Sentinel",0,0,,"Italy",2011-05-26,2011-05-02,45.9196315359837,10.8628775732163,0.472426702966338,0.165421695571223,-0.302631626942176,-0.165421695571223,0.391277532132125,0.0583706202197202,-0.329516578999125,-0.0583706202197202,0.0505581899068412,0.0463881879881028,0.030797493510824,0.0463881879881028,2011-05-11,45.9196315359837,10.8628775732163,15148,14213,45.9196315359837,10.8628775732163,13990.4285714286,13587.75,14221,13740.3529411765,14440.9333333333,13859.9285714286,14824.1666666667,14181.4285714286,2011-05-11,45.950210188251,10.8500496309581,471.004451285196,2011-05-04,2011-04-27,2011-05-04,2011-04-27,3.02912112721242,47.721368254628
315,45.919723,10.864102,2011-05-11,22,5,2011,"IT",0,"Italy",1,,2,"Trentino-Alto Adige",3,"Trentino","Arco",,"BG-Sentinel",0,0,,"Italy",2011-05-26,2011-05-02,45.9196315359837,10.8628775732163,0.472426702966338,0.165421695571223,-0.302631626942176,-0.165421695571223,0.391277532132125,0.0583706202197202,-0.329516578999125,-0.0583706202197202,0.0505581899068412,0.0463881879881028,0.030797493510824,0.0463881879881028,2011-05-11,45.9196315359837,10.8628775732163,15148,14213,45.9196315359837,10.8628775732163,13990.4285714286,13587.75,14221,13740.3529411765,14440.9333333333,13859.9285714286,14824.1666666667,14181.4285714286,2011-05-11,45.950210188251,10.8500496309581,471.004451285196,2011-05-04,2011-04-27,2011-05-04,2011-04-27,3.02912112721242,47.721368254628
351,45.894986,10.855636,2011-05-11,22,5,2011,"IT",0,"Italy",1,,2,"Trentino-Alto Adige",3,"Trentino","Riva del Garda",,"BG-Sentinel",1,1,"Female","Italy",2011-05-26,2011-05-02,45.8971736538807,10.8538944203751,0.386957362041906,0.114142569117026,-0.263365281442848,-0.114142569117026,0.379210804421864,0.113583632903702,-0.257357137216325,-0.113583632903702,0.0851572924166379,0.0581130318630172,0.0279396938222591,0.0581130318630172,2011-05-11,45.8971736538807,10.8538944203751,15082,14182,45.8971736538807,10.8538944203751,13936.8666666667,13513.4666666667,14157.3571428571,13661.375,14446.6666666667,13804.375,14804.65,14165.0666666667,2011-05-11,45.8502097308228,10.8500496309581,494.837986054245,2011-05-04,2011-04-27,2011-05-04,2011-04-27,1.80795829382259,51.9835750384373
351,45.894986,10.855636,2011-05-11,22,5,2011,"IT",0,"Italy",1,,2,"Trentino-Alto Adige",3,"Trentino","Riva del Garda",,"BG-Sentinel",0,0,,"Italy",2011-05-26,2011-05-02,45.8971736538807,10.8538944203751,0.386957362041906,0.114142569117026,-0.263365281442848,-0.114142569117026,0.379210804421864,0.113583632903702,-0.257357137216325,-0.113583632903702,0.0851572924166379,0.0581130318630172,0.0279396938222591,0.0581130318630172,2011-05-11,45.8971736538807,10.8538944203751,15082,14182,45.8971736538807,10.8538944203751,13936.8666666667,13513.4666666667,14157.3571428571,13661.375,14446.6666666667,13804.375,14804.65,14165.0666666667,2011-05-11,45.8502097308228,10.8500496309581,494.837986054245,2011-05-04,2011-04-27,2011-05-04,2011-04-27,1.80795829382259,51.9835750384373
288,45.890818,10.844454,2011-05-24,24,5,2011,"IT",0,"Italy",1,,2,"Trentino-Alto Adige",3,"Trentino","Riva del Garda",,"BG-Sentinel",0,0,,"Italy",2011-06-08,2011-05-18,45.8926820774601,10.8449112675339,0.325460114153432,0.0726416433672072,-0.24236249065109,-0.0726416433672072,0.331711536171316,0.067087448304707,-0.252560117643519,-0.067087448304707,0.0268822889846809,0.0412240397453816,0.0578672398085686,0.0412240397453816,2011-05-24,45.8926820774601,10.8449112675339,15157,14623,45.8926820774601,10.8449112675339,13922.3333333333,13536.9375,14120.0714285714,13701.875,14351.7777777778,13858.7333333333,14692.5238095238,14200.3333333333,2011-05-24,45.8502097308228,10.8500496309581,538.101465192591,2011-05-17,2011-05-10,2011-05-17,2011-05-10,16.9503424961586,44.2014052740706
315,45.919723,10.864102,2011-05-24,24,5,2011,"IT",0,"Italy",1,,2,"Trentino-Alto Adige",3,"Trentino","Arco",,"BG-Sentinel",1,1,"Female","Italy",2011-06-08,2011-05-18,45.9196315359837,10.8628775732163,0.472426702966338,0.165421695571223,-0.302631626942176,-0.165421695571223,0.335064054126173,0.170587954076216,-0.131411531677649,-0.170587954076216,0,0,0,0,2011-05-24,45.9196315359837,10.8628775732163,15144,14329,45.9196315359837,10.8628775732163,13990.4285714286,13587.75,14221,13740.3529411765,14440.9333333333,13859.9285714286,14824.1666666667,14181.4285714286,2011-05-24,45.950210188251,10.8500496309581,520.017247020696,2011-05-17,2011-05-10,2011-05-17,2011-05-10,17.9266090607271,50.5169946422102
315,45.919723,10.864102,2011-05-24,24,5,2011,"IT",0,"Italy",1,,2,"Trentino-Alto Adige",3,"Trentino","Arco",,"BG-Sentinel",0,0,,"Italy",2011-06-08,2011-05-18,45.9196315359837,10.8628775732163,0.472426702966338,0.165421695571223,-0.302631626942176,-0.165421695571223,0.335064054126173,0.170587954076216,-0.131411531677649,-0.170587954076216,0,0,0,0,2011-05-24,45.9196315359837,10.8628775732163,15144,14329,45.9196315359837,10.8628775732163,13990.4285714286,13587.75,14221,13740.3529411765,14440.9333333333,13859.9285714286,14824.1666666667,14181.4285714286,2011-05-24,45.950210188251,10.8500496309581,520.017247020696,2011-05-17,2011-05-10,2011-05-17,2011-05-10,17.9266090607271,50.5169946422102
315,45.919723,10.864102,2011-05-24,24,5,2011,"IT",0,"Italy",1,,2,"Trentino-Alto Adige",3,"Trentino","Arco",,"BG-Sentinel",0,0,,"Italy",2011-06-08,2011-05-18,45.9196315359837,10.8628775732163,0.472426702966338,0.165421695571223,-0.302631626942176,-0.165421695571223,0.335064054126173,0.170587954076216,-0.131411531677649,-0.170587954076216,0,0,0,0,2011-05-24,45.9196315359837,10.8628775732163,15144,14329,45.9196315359837,10.8628775732163,13990.4285714286,13587.75,14221,13740.3529411765,14440.9333333333,13859.9285714286,14824.1666666667,14181.4285714286,2011-05-24,45.950210188251,10.8500496309581,520.017247020696,2011-05-17,2011-05-10,2011-05-17,2011-05-10,17.9266090607271,50.5169946422102
288,45.890818,10.844454,2011-06-07,26,6,2011,"IT",0,"Italy",1,,2,"Trentino-Alto Adige",3,"Trentino","Riva del Garda",,"BG-Sentinel",1,1,"Female","Italy",2011-06-22,2011-06-03,45.8926820774601,10.8449112675339,0.325460114153432,0.0726416433672072,-0.24236249065109,-0.0726416433672072,0.331711536171316,0.067087448304707,-0.252560117643519,-0.067087448304707,0.0268822889846809,0.0412240397453816,0.0578672398085686,0.0412240397453816,2011-06-07,45.8926820774601,10.8449112675339,14751,14468,45.8926820774601,10.8449112675339,13922.3333333333,13536.9375,14120.0714285714,13701.875,14351.7777777778,13858.7333333333,14692.5238095238,14200.3333333333,2011-06-07,45.8502097308228,10.8500496309581,863.009586006894,2011-05-31,2011-05-24,2011-05-31,2011-05-24,251.867526442336,324.908120814303
288,45.890818,10.844454,2011-06-07,26,6,2011,"IT",0,"Italy",1,,2,"Trentino-Alto Adige",3,"Trentino","Riva del Garda",,"BG-Sentinel",1,1,"Male","Italy",2011-06-22,2011-06-03,45.8926820774601,10.8449112675339,0.325460114153432,0.0726416433672072,-0.24236249065109,-0.0726416433672072,0.331711536171316,0.067087448304707,-0.252560117643519,-0.067087448304707,0.0268822889846809,0.0412240397453816,0.0578672398085686,0.0412240397453816,2011-06-07,45.8926820774601,10.8449112675339,14751,14468,45.8926820774601,10.8449112675339,13922.3333333333,13536.9375,14120.0714285714,13701.875,14351.7777777778,13858.7333333333,14692.5238095238,14200.3333333333,2011-06-07,45.8502097308228,10.8500496309581,863.009586006894,2011-05-31,2011-05-24,2011-05-31,2011-05-24,251.867526442336,324.908120814303
